cycSecs,cycMps,cycGrade,cycRoadType
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0.222222222,0,0
5,1,0,0
6,2.388888889,0,0
7,4.055555556,0,0
8,5.555555556,0,0
9,6.777777778,0,0
10,7.833333333,0,0
11,8.805555556,0,0
12,9.722222222,0,0
13,10.44444444,0,0
14,11.02777778,0,0
15,11.52777778,0,0
16,12.11111111,0,0
17,12.77777778,0,0
18,13.44444444,0,0
19,14.02777778,0,0
20,14.41666667,0,0
21,14.61111111,0,0
22,14.66666667,0,0
23,14.69444444,0,0
24,14.75,0,0
25,14.80555556,0,0
26,14.75,0,0
27,14.52777778,0,0
28,14.08333333,0,0
29,13.55555556,0,0
30,12.91666667,0,0
31,12.16666667,0,0
32,11.19444444,0,0
33,10,0,0
34,8.527777778,0,0
35,7.055555556,0,0
36,5.833333333,0,0
37,4.638888889,0,0
38,3.722222222,0,0
39,3.333333333,0,0
40,3.361111111,0,0
41,3.555555556,0,0
42,4.333333333,0,0
43,5.527777778,0,0
44,6.5,0,0
45,6.833333333,0,0
46,7,0,0
47,7.333333333,0,0
48,8,0,0
49,8.833333333,0,0
50,9.805555556,0,0
51,10.97222222,0,0
52,12.36111111,0,0
53,13.69444444,0,0
54,14.80555556,0,0
55,15.66666667,0,0
56,16.36111111,0,0
57,17,0,0
58,17.38888889,0,0
59,17.5,0,0
60,17.36111111,0,0
61,16.91666667,0,0
62,16.47222222,0,0
63,16.27777778,0,0
64,16.27777778,0,0
65,16.30555556,0,0
66,16.33333333,0,0
67,16.33333333,0,0
68,16.33333333,0,0
69,16.41666667,0,0
70,16.69444444,0,0
71,17.13888889,0,0
72,17.5,0,0
73,17.69444444,0,0
74,17.75,0,0
75,17.63888889,0,0
76,17.30555556,0,0
77,16.75,0,0
78,16.36111111,0,0
79,16.22222222,0,0
80,16.33333333,0,0
81,16.72222222,0,0
82,17.30555556,0,0
83,17.75,0,0
84,17.91666667,0,0
85,17.88888889,0,0
86,17.63888889,0,0
87,17.22222222,0,0
88,17,0,0
89,17.02777778,0,0
90,17.38888889,0,0
91,18.13888889,0,0
92,18.88888889,0,0
93,19.27777778,0,0
94,19.36111111,0,0
95,19.25,0,0
96,18.91666667,0,0
97,18.58333333,0,0
98,18.38888889,0,0
99,18.25,0,0
100,18.02777778,0,0
101,17.55555556,0,0
102,16.75,0,0
103,15.5,0,0
104,14.02777778,0,0
105,12.55555556,0,0
106,11.13888889,0,0
107,10.05555556,0,0
108,9.138888889,0,0
109,8.277777778,0,0
110,7.388888889,0,0
111,6.388888889,0,0
112,5.388888889,0,0
113,4.527777778,0,0
114,4.055555556,0,0
115,3.944444444,0,0
116,3.972222222,0,0
117,4.055555556,0,0
118,4.194444444,0,0
119,4.555555556,0,0
120,5.305555556,0,0
121,6.25,0,0
122,6.777777778,0,0
123,6.888888889,0,0
124,6.305555556,0,0
125,4.833333333,0,0
126,3.833333333,0,0
127,3.333333333,0,0
128,3.333333333,0,0
129,3.333333333,0,0
130,3.861111111,0,0
131,4.916666667,0,0
132,6.333333333,0,0
133,7.583333333,0,0
134,8.666666667,0,0
135,9.777777778,0,0
136,10.94444444,0,0
137,11.80555556,0,0
138,12.61111111,0,0
139,13.38888889,0,0
140,13.97222222,0,0
141,14.61111111,0,0
142,15.13888889,0,0
143,15.72222222,0,0
144,16.19444444,0,0
145,16.66666667,0,0
146,17.08333333,0,0
147,17.52777778,0,0
148,17.86111111,0,0
149,18.25,0,0
150,18.63888889,0,0
151,18.97222222,0,0
152,19.36111111,0,0
153,19.61111111,0,0
154,19.88888889,0,0
155,20.16666667,0,0
156,20.41666667,0,0
157,20.61111111,0,0
158,20.80555556,0,0
159,21,0,0
160,21.19444444,0,0
