time_seconds,speed_meters_per_second,grade
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0.536448,0
7,1.56464,0
8,2.45872,0
9,2.90576,0
10,3.79984,0
11,4.291584,0
12,4.69392,0
13,5.319776,0
14,6.25856,0
15,7.15264,0
16,7.912608,0
17,8.49376,0
18,8.985504,0
19,9.38784,0
20,9.83488,0
21,10.28192,0
22,10.639552,0
23,10.95248,0
24,11.131296,0
25,11.176,0
26,11.176,0
27,11.176,0
28,11.176,0
29,11.176,0
30,11.176,0
31,11.444224,0
32,11.533632,0
33,11.62304,0
34,11.444224,0
35,11.265408,0
36,11.176,0
37,11.176,0
38,11.176,0
39,10.907776,0
40,10.326624,0
41,8.851392,0
42,7.37616,0
43,5.900928,0
44,4.425696,0
45,2.950464,0
46,1.475232,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,1.475232,0
65,2.950464,0
66,4.425696,0
67,5.81152,0
68,6.526784,0
69,7.15264,0
70,7.59968,0
71,7.59968,0
72,7.59968,0
73,7.8232,0
74,7.912608,0
75,7.912608,0
76,7.8232,0
77,7.59968,0
78,7.554976,0
79,7.420864,0
80,7.59968,0
81,7.644384,0
82,7.59968,0
83,7.420864,0
84,7.37616,0
85,7.37616,0
86,7.420864,0
87,7.59968,0
88,7.867904,0
89,8.27024,0
90,8.583168,0
91,9.030208,0
92,9.38784,0
93,9.432544,0
94,9.477248,0
95,9.656064,0
96,9.83488,0
97,10.013696,0
98,10.0584,0
99,10.0584,0
100,10.0584,0
101,10.147808,0
102,10.594848,0
103,11.220704,0
104,11.62304,0
105,11.84656,0
106,12.07008,0
107,11.667744,0
108,10.192512,0
109,8.71728,0
110,7.242048,0
111,5.766816,0
112,4.291584,0
113,2.816352,0
114,1.34112,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0.89408,0
142,2.01168,0
143,3.486912,0
144,4.559808,0
145,5.588,0
146,6.25856,0
147,6.839712,0
148,7.8232,0
149,8.761984,0
150,9.38784,0
151,9.924288,0
152,10.416032,0
153,10.95248,0
154,11.310112,0
155,11.444224,0
156,11.62304,0
157,11.667744,0
158,11.712448,0
159,11.712448,0
160,11.801856,0
161,11.84656,0
162,11.84656,0
163,11.62304,0
164,11.39952,0
165,10.550144,0
166,9.566656,0
167,8.27024,0
168,7.331456,0
169,6.48208,0
170,5.185664,0
171,3.889248,0
172,2.592832,0
173,1.56464,0
174,0.89408,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0.625856,0
190,1.475232,0
191,1.966976,0
192,2.90576,0
193,4.112768,0
194,5.051552,0
195,6.03504,0
196,6.526784,0
197,7.331456,0
198,7.465568,0
199,7.37616,0
200,7.37616,0
201,8.136128,0
202,8.583168,0
203,8.985504,0
204,9.61136,0
205,10.0584,0
206,10.0584,0
207,9.879584,0
208,10.147808,0
209,10.416032,0
210,10.50544,0
211,10.0584,0
212,9.656064,0
213,9.16432,0
214,8.04672,0
215,6.7056,0
216,5.36448,0
217,4.02336,0
218,2.771648,0
219,2.01168,0
220,1.34112,0
221,0.938784,0
222,0.22352,0
223,0.22352,0
224,1.430528,0
225,2.90576,0
226,4.291584,0
227,5.588,0
228,6.25856,0
229,7.15264,0
230,8.04672,0
231,8.761984,0
232,9.61136,0
233,10.326624,0
234,10.95248,0
235,11.39952,0
236,11.84656,0
237,12.114784,0
238,12.338304,0
239,12.472416,0
240,12.651232,0
241,12.785344,0
242,12.785344,0
243,12.651232,0
244,12.606528,0
245,12.51712,0
246,12.2936,0
247,11.980672,0
248,11.39952,0
249,10.50544,0
250,9.61136,0
251,8.49376,0
252,7.37616,0
253,6.660896,0
254,5.588,0
255,4.202176,0
256,2.771648,0
257,1.34112,0
258,0.67056,0
259,0.67056,0
260,0.22352,0
261,0,0
262,1.34112,0
263,2.816352,0
264,4.291584,0
265,5.766816,0
266,7.063232,0
267,7.8232,0
268,8.225536,0
269,8.71728,0
270,9.253728,0
271,9.83488,0
272,10.371328,0
273,11.176,0
274,11.84656,0
275,12.2936,0
276,12.51712,0
277,12.651232,0
278,12.919456,0
279,12.919456,0
280,12.919456,0
281,12.874752,0
282,12.74064,0
283,12.651232,0
284,12.651232,0
285,12.651232,0
286,12.606528,0
287,12.338304,0
288,12.2936,0
289,12.2936,0
290,12.2936,0
291,12.2936,0
292,12.2936,0
293,12.2936,0
294,12.338304,0
295,12.51712,0
296,12.74064,0
297,13.4112,0
298,13.85824,0
299,14.30528,0
300,14.75232,0
301,14.75232,0
302,15.020544,0
303,15.19936,0
304,15.333472,0
305,15.288768,0
306,15.19936,0
307,15.19936,0
308,15.154656,0
309,15.020544,0
310,14.797024,0
311,14.75232,0
312,14.5288,0
313,14.30528,0
314,14.260576,0
315,14.126464,0
316,14.08176,0
317,13.679424,0
318,13.4112,0
319,13.366496,0
320,13.366496,0
321,13.366496,0
322,13.366496,0
323,13.232384,0
324,13.18768,0
325,13.18768,0
326,13.098272,0
327,12.919456,0
328,12.606528,0
329,12.383008,0
330,12.07008,0
331,11.39952,0
332,10.594848,0
333,9.83488,0
334,9.16432,0
335,8.583168,0
336,8.583168,0
337,8.985504,0
338,9.343136,0
339,9.566656,0
340,9.83488,0
341,10.103104,0
342,10.371328,0
343,10.72896,0
344,11.176,0
345,11.62304,0
346,11.891264,0
347,11.891264,0
348,11.980672,0
349,12.07008,0
350,12.159488,0
351,12.427712,0
352,12.561824,0
353,12.874752,0
354,12.919456,0
355,12.96416,0
356,13.008864,0
357,12.96416,0
358,12.561824,0
359,12.2936,0
360,12.07008,0
361,11.533632,0
362,11.176,0
363,10.95248,0
364,11.086592,0
365,11.220704,0
366,11.39952,0
367,11.488928,0
368,11.712448,0
369,12.025376,0
370,12.2936,0
371,12.427712,0
372,12.695936,0
373,12.96416,0
374,13.053568,0
375,13.008864,0
376,12.96416,0
377,12.919456,0
378,12.74064,0
379,12.561824,0
380,12.51712,0
381,12.51712,0
382,12.338304,0
383,12.159488,0
384,11.891264,0
385,12.07008,0
386,12.2936,0
387,12.427712,0
388,12.51712,0
389,12.427712,0
390,12.51712,0
391,12.51712,0
392,12.51712,0
393,12.383008,0
394,12.248896,0
395,12.025376,0
396,11.891264,0
397,11.84656,0
398,11.84656,0
399,11.84656,0
400,11.757152,0
401,11.712448,0
402,11.712448,0
