time_seconds,speed_meters_per_second,grade,temp_amb_air_kelvin,pwr_solar_load_watts
0,0,0,308.15,0
1,0,0,308.15,0
2,0,0,308.15,0
3,0,0,308.15,0
4,0,0,308.15,0
5,0,0,308.15,0
6,0,0,308.15,0
7,0,0,308.15,0
8,0,0,308.15,0
9,0,0,308.15,0
10,0,0,308.15,0
11,0,0,308.15,0
12,0,0,308.15,0
13,0,0,308.15,0
14,0,0,308.15,0
15,0,0,308.15,0
16,0,0,308.15,0
17,0,0,308.15,0
18,0,0,308.15,0
19,0.402336,0,308.15,0
20,1.34112,0,308.15,0
21,1.296416,0,308.15,0
22,1.475232,0,308.15,0
23,1.56464,0,308.15,0
24,0.983488,0,308.15,0
25,0.625856,0,308.15,0
26,0,0,308.15,0
27,0,0,308.15,0
28,0,0,308.15,0
29,0,0,308.15,0
30,0,0,308.15,0
31,0,0,308.15,0
32,0,0,308.15,0
33,0.178816,0,308.15,0
34,1.475232,0,308.15,0
35,2.68224,0,308.15,0
36,3.57632,0,308.15,0
37,3.889248,0,308.15,0
38,4.4704,0,308.15,0
39,5.543296,0,308.15,0
40,6.169152,0,308.15,0
41,6.571488,0,308.15,0
42,6.616192,0,308.15,0
43,7.420864,0,308.15,0
44,8.180832,0,308.15,0
45,8.49376,0,308.15,0
46,8.583168,0,308.15,0
47,8.627872,0,308.15,0
48,8.806688,0,308.15,0
49,9.16432,0,308.15,0
50,9.38784,0,308.15,0
51,9.477248,0,308.15,0
52,9.656064,0,308.15,0
53,9.924288,0,308.15,0
54,10.639552,0,308.15,0
55,10.997184,0,308.15,0
56,10.863072,0,308.15,0
57,10.416032,0,308.15,0
58,10.147808,0,308.15,0
59,9.566656,0,308.15,0
60,9.119616,0,308.15,0
61,8.71728,0,308.15,0
62,8.002016,0,308.15,0
63,6.973824,0,308.15,0
64,5.230368,0,308.15,0
65,3.486912,0,308.15,0
66,3.218688,0,308.15,0
67,4.157472,0,308.15,0
68,5.766816,0,308.15,0
69,7.063232,0,308.15,0
70,7.242048,0,308.15,0
71,7.554976,0,308.15,0
72,8.180832,0,308.15,0
73,9.074912,0,308.15,0
74,9.656064,0,308.15,0
75,10.013696,0,308.15,0
76,10.28192,0,308.15,0
77,10.192512,0,308.15,0
78,9.879584,0,308.15,0
79,9.477248,0,308.15,0
80,8.71728,0,308.15,0
81,7.644384,0,308.15,0
82,6.303264,0,308.15,0
83,4.69392,0,308.15,0
84,3.397504,0,308.15,0
85,3.3528,0,308.15,0
86,4.4704,0,308.15,0
87,5.856224,0,308.15,0
88,6.303264,0,308.15,0
89,7.331456,0,308.15,0
90,8.761984,0,308.15,0
91,10.013696,0,308.15,0
92,11.041888,0,308.15,0
93,11.667744,0,308.15,0
94,11.533632,0,308.15,0
95,11.891264,0,308.15,0
96,12.427712,0,308.15,0
97,12.74064,0,308.15,0
98,12.919456,0,308.15,0
99,13.098272,0,308.15,0
100,13.18768,0,308.15,0
101,13.142976,0,308.15,0
102,13.142976,0,308.15,0
103,13.321792,0,308.15,0
104,13.545312,0,308.15,0
105,13.679424,0,308.15,0
106,13.63472,0,308.15,0
107,13.63472,0,308.15,0
108,13.455904,0,308.15,0
109,13.098272,0,308.15,0
110,12.695936,0,308.15,0
111,12.338304,0,308.15,0
112,11.980672,0,308.15,0
113,11.39952,0,308.15,0
114,10.594848,0,308.15,0
115,9.700768,0,308.15,0
116,8.627872,0,308.15,0
117,7.465568,0,308.15,0
118,6.437376,0,308.15,0
119,5.14096,0,308.15,0
120,3.531616,0,308.15,0
121,2.950464,0,308.15,0
122,4.202176,0,308.15,0
123,5.543296,0,308.15,0
124,6.616192,0,308.15,0
125,7.197344,0,308.15,0
126,8.627872,0,308.15,0
127,10.103104,0,308.15,0
128,11.39952,0,308.15,0
129,11.801856,0,308.15,0
130,11.935968,0,308.15,0
131,12.427712,0,308.15,0
132,13.142976,0,308.15,0
133,13.902944,0,308.15,0
134,14.5288,0,308.15,0
135,15.020544,0,308.15,0
136,15.467584,0,308.15,0
137,15.825216,0,308.15,0
138,16.138144,0,308.15,0
139,16.54048,0,308.15,0
140,16.853408,0,308.15,0
141,17.032224,0,308.15,0
142,17.121632,0,308.15,0
143,17.032224,0,308.15,0
144,16.898112,0,308.15,0
145,16.361664,0,308.15,0
146,15.556992,0,308.15,0
147,14.841728,0,308.15,0
148,14.484096,0,308.15,0
149,14.439392,0,308.15,0
150,14.439392,0,308.15,0
151,14.484096,0,308.15,0
152,14.484096,0,308.15,0
153,14.484096,0,308.15,0
154,14.5288,0,308.15,0
155,14.886432,0,308.15,0
156,15.378176,0,308.15,0
157,15.86992,0,308.15,0
158,16.361664,0,308.15,0
159,16.719296,0,308.15,0
160,16.98752,0,308.15,0
161,17.166336,0,308.15,0
162,17.21104,0,308.15,0
163,17.255744,0,308.15,0
164,17.166336,0,308.15,0
165,17.076928,0,308.15,0
166,16.764,0,308.15,0
167,16.495776,0,308.15,0
168,16.227552,0,308.15,0
169,15.556992,0,308.15,0
170,14.75232,0,308.15,0
171,14.037056,0,308.15,0
172,13.724128,0,308.15,0
173,13.545312,0,308.15,0
174,13.4112,0,308.15,0
175,13.098272,0,308.15,0
176,12.248896,0,308.15,0
177,11.220704,0,308.15,0
178,9.745472,0,308.15,0
179,7.689088,0,308.15,0
180,5.588,0,308.15,0
181,3.621024,0,308.15,0
182,2.01168,0,308.15,0
183,0.89408,0,308.15,0
184,0.44704,0,308.15,0
185,0.268224,0,308.15,0
186,0,0,308.15,0
187,0,0,308.15,0
188,0,0,308.15,0
189,0,0,308.15,0
190,0,0,308.15,0
191,0,0,308.15,0
192,0,0,308.15,0
193,0,0,308.15,0
194,0,0,308.15,0
195,0,0,308.15,0
196,0,0,308.15,0
197,0,0,308.15,0
198,0,0,308.15,0
199,0,0,308.15,0
200,0,0,308.15,0
201,0,0,308.15,0
202,0,0,308.15,0
203,0,0,308.15,0
204,0,0,308.15,0
205,0.44704,0,308.15,0
206,0.22352,0,308.15,0
207,1.162304,0,308.15,0
208,3.442208,0,308.15,0
209,5.498592,0,308.15,0
210,7.063232,0,308.15,0
211,7.733792,0,308.15,0
212,8.672576,0,308.15,0
213,10.416032,0,308.15,0
214,12.159488,0,308.15,0
215,13.85824,0,308.15,0
216,15.020544,0,308.15,0
217,15.288768,0,308.15,0
218,16.004032,0,308.15,0
219,16.674592,0,308.15,0
220,17.121632,0,308.15,0
221,17.523968,0,308.15,0
222,17.926304,0,308.15,0
223,18.283936,0,308.15,0
224,18.32864,0,308.15,0
225,18.060416,0,308.15,0
226,17.747488,0,308.15,0
227,17.479264,0,308.15,0
228,17.032224,0,308.15,0
229,16.406368,0,308.15,0
230,16.048736,0,308.15,0
231,16.048736,0,308.15,0
232,15.959328,0,308.15,0
233,15.601696,0,308.15,0
234,15.154656,0,308.15,0
235,14.573504,0,308.15,0
236,14.260576,0,308.15,0
237,13.902944,0,308.15,0
238,13.679424,0,308.15,0
239,13.545312,0,308.15,0
240,13.455904,0,308.15,0
241,13.366496,0,308.15,0
242,13.321792,0,308.15,0
243,13.321792,0,308.15,0
244,13.321792,0,308.15,0
245,13.321792,0,308.15,0
246,13.277088,0,308.15,0
247,13.277088,0,308.15,0
248,13.232384,0,308.15,0
249,12.695936,0,308.15,0
250,11.533632,0,308.15,0
251,10.192512,0,308.15,0
252,8.49376,0,308.15,0
253,6.25856,0,308.15,0
254,3.844544,0,308.15,0
255,1.832864,0,308.15,0
256,0.581152,0,308.15,0
257,0,0,308.15,0
258,0,0,308.15,0
259,0,0,308.15,0
260,0,0,308.15,0
261,0,0,308.15,0
262,0,0,308.15,0
263,0,0,308.15,0
264,0,0,308.15,0
265,0,0,308.15,0
266,0,0,308.15,0
267,0,0,308.15,0
268,0,0,308.15,0
269,0,0,308.15,0
270,0,0,308.15,0
271,0,0,308.15,0
272,0,0,308.15,0
273,0,0,308.15,0
274,0,0,308.15,0
275,0,0,308.15,0
276,0,0,308.15,0
277,0,0,308.15,0
278,0,0,308.15,0
279,0,0,308.15,0
280,0,0,308.15,0
281,0.044704,0,308.15,0
282,2.01168,0,308.15,0
283,4.068064,0,308.15,0
284,6.079744,0,308.15,0
285,8.136128,0,308.15,0
286,10.103104,0,308.15,0
287,11.712448,0,308.15,0
288,13.098272,0,308.15,0
289,14.349984,0,308.15,0
290,15.42288,0,308.15,0
291,16.451072,0,308.15,0
292,17.166336,0,308.15,0
293,17.8816,0,308.15,0
294,18.418048,0,308.15,0
295,18.730976,0,308.15,0
296,18.865088,0,308.15,0
297,19.088608,0,308.15,0
298,19.22272,0,308.15,0
299,19.356832,0,308.15,0
300,19.44624,0,308.15,0
301,19.535648,0,308.15,0
302,19.803872,0,308.15,0
303,20.295616,0,308.15,0
304,20.519136,0,308.15,0
305,20.921472,0,308.15,0
306,21.279104,0,308.15,0
307,21.547328,0,308.15,0
308,21.726144,0,308.15,0
309,21.770848,0,308.15,0
310,21.726144,0,308.15,0
311,21.90496,0,308.15,0
312,22.262592,0,308.15,0
313,22.57552,0,308.15,0
314,22.888448,0,308.15,0
315,23.290784,0,308.15,0
316,23.559008,0,308.15,0
317,23.871936,0,308.15,0
318,23.424896,0,308.15,0
319,24.36368,0,308.15,0
320,24.497792,0,308.15,0
321,24.497792,0,308.15,0
322,24.453088,0,308.15,0
323,24.274272,0,308.15,0
324,24.14016,0,308.15,0
325,24.050752,0,308.15,0
326,23.91664,0,308.15,0
327,23.827232,0,308.15,0
328,23.648416,0,308.15,0
329,23.514304,0,308.15,0
330,23.24608,0,308.15,0
331,23.067264,0,308.15,0
332,22.79904,0,308.15,0
333,22.486112,0,308.15,0
334,22.039072,0,308.15,0
335,21.502624,0,308.15,0
336,20.78736,0,308.15,0
337,19.490944,0,308.15,0
338,18.194528,0,308.15,0
339,16.629888,0,308.15,0
340,15.378176,0,308.15,0
341,14.037056,0,308.15,0
342,12.785344,0,308.15,0
343,10.818368,0,308.15,0
344,8.091424,0,308.15,0
345,5.498592,0,308.15,0
346,3.621024,0,308.15,0
347,2.145792,0,308.15,0
348,1.162304,0,308.15,0
349,0.938784,0,308.15,0
