time_seconds,speed_meters_per_second,grade
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0.089408,0
7,1.966976,0
8,4.515104,0
9,6.973824,0
10,9.298432,0
11,11.220704,0
12,12.383008,0
13,12.606528,0
14,11.980672,0
15,11.086592,0
16,10.013696,0
17,7.644384,0
18,5.051552,0
19,3.084576,0
20,3.3528,0
21,4.962144,0
22,6.884416,0
23,8.896096,0
24,10.818368,0
25,12.114784,0
26,12.74064,0
27,12.606528,0
28,11.444224,0
29,9.700768,0
30,7.733792,0
31,5.409184,0
32,3.3528,0
33,2.592832,0
34,1.072896,0
35,0.536448,0
36,0.849376,0
37,2.995168,0
38,5.275072,0
39,7.510272,0
40,9.700768,0
41,11.578336,0
42,12.383008,0
43,12.51712,0
44,12.114784,0
45,10.907776,0
46,9.030208,0
47,6.795008,0
48,4.157472,0
49,2.2352,0
50,1.296416,0
51,1.072896,0
52,3.755136,0
53,6.03504,0
54,7.957312,0
55,9.924288,0
56,11.712448,0
57,13.4112,0
58,13.321792,0
59,11.62304,0
60,9.521952,0
61,7.242048,0
62,5.096256,0
63,2.950464,0
64,1.162304,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0.134112,0
74,2.861056,0
75,5.677408,0
76,8.583168,0
77,10.639552,0
78,12.606528,0
79,15.601696,0
80,16.764,0
81,18.015712,0
82,20.1168,0
83,22.307296,0
84,23.067264,0
85,22.888448,0
86,22.620224,0
87,22.307296,0
88,21.368512,0
89,19.937984,0
90,18.418048,0
91,16.898112,0
92,14.931136,0
93,12.51712,0
94,10.594848,0
95,8.404352,0
96,5.766816,0
97,2.771648,0
98,0.983488,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
